scenario_id	application	screen_flow	reference_state	current_main_state	components_involved	visual_proof	interaction_proof	current_defect_regression	root_component_owners	app_owner	owning_task_ids
HO-HP02	holla	finder history/query	holla-scenarios.tsv#HO-HP02; O:src/bin/holla/app_tests_parity.rs:200	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	NavList,TextInput,Tabs,MenuBar,Picker,Dialog,Panel,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP02; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP02	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-041;TASK-044;TASK-050;TASK-069
HO-HP05	holla	Git current snapshots/effects	holla-scenarios.tsv#HO-HP05; O:src/bin/holla/app_tests_parity.rs:349	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Props,Panel,Button,Meter,TextViewport,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP05; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP05	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-snapshots-providers	TASK-003;TASK-047;TASK-050;TASK-069
HO-HP06	holla	Git batches	holla-scenarios.tsv#HO-HP06; O:src/bin/holla/app_tests_parity.rs:452	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Props,Panel,Button,Meter,TextViewport,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP06; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP06	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-snapshots-providers	TASK-003;TASK-047;TASK-050;TASK-069
HO-HP03	holla	files search	holla-scenarios.tsv#HO-HP03; O:src/bin/holla/app_tests_parity.rs:580	missing oracle route; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP03; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP03	HO-ROUTES: exhaustive main Route/Destination lacks oracle Files/Args/page-stack destinations	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-042;TASK-044;TASK-050;TASK-069
HO-HP04	holla	file browser/jump	holla-scenarios.tsv#HO-HP04; O:src/bin/holla/app_tests_parity.rs:658	missing oracle route; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP04; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP04	HO-ROUTES: exhaustive main Route/Destination lacks oracle Files/Args/page-stack destinations	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-042;TASK-050;TASK-069
HO-HP07	holla	task adapters	holla-scenarios.tsv#HO-HP07; O:src/bin/holla/app_tests_parity.rs:761	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	NavList,TextInput,Tabs,MenuBar,Picker,Dialog,Panel,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP07; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP07	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-047;TASK-050;TASK-069
HO-HP08	holla	Cargo executor	holla-scenarios.tsv#HO-HP08; O:src/bin/holla/app_tests_parity.rs:876	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Props,Panel,Button,Meter,TextViewport,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP08; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP08	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-snapshots-providers	TASK-003;TASK-047;TASK-050;TASK-069
HO-HP09	holla	Docker/Compose	holla-scenarios.tsv#HO-HP09; O:src/bin/holla/app_tests_parity.rs:965	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Props,Panel,Button,Meter,TextViewport,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP09; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP09	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-snapshots-providers	TASK-003;TASK-048;TASK-050;TASK-069
HO-HP10	holla	Brew services	holla-scenarios.tsv#HO-HP10; O:src/bin/holla/app_tests_parity.rs:1165	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Props,Panel,Button,Meter,TextViewport,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP10; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP10	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-snapshots-providers	TASK-003;TASK-048;TASK-050;TASK-069
HO-HP11	holla	Gradle cleanup	holla-scenarios.tsv#HO-HP11; O:src/bin/holla/app_tests_parity.rs:1266	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP11; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP11	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-047;TASK-050;TASK-069
HO-HP12	holla	IDEA cleanup	holla-scenarios.tsv#HO-HP12; O:src/bin/holla/app_tests_parity.rs:1345	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP12; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP12	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-047;TASK-050;TASK-069
HO-HP13	holla	upgrade plan	holla-scenarios.tsv#HO-HP13; O:src/bin/holla/app_tests_parity.rs:1409	partial review; oracle progression differs; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport,ChipBar,Steps,TextInput,Button,Dialog,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP13; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP13	HO-REVIEW: preserve current-review safety internally; restore oracle review/gate/focus/executing progression	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-049;TASK-050;TASK-069
HO-HP14	holla	activity output	holla-scenarios.tsv#HO-HP14; O:src/bin/holla/app_tests_parity.rs:1511	partial activity; output/input/lifecycle divergence; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport,ChipBar,Steps,TextInput,Button,Dialog,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP14; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP14	HO-OUTPUT: main unwrapped viewport and activity model omit oracle stream/stdin/cancellation semantics	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-044;TASK-047;TASK-050;TASK-069
HO-HP15	holla	stdin/cancellation	holla-scenarios.tsv#HO-HP15; O:src/bin/holla/app_tests_parity.rs:1590	partial activity; output/input/lifecycle divergence; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport,ChipBar,Steps,TextInput,Button,Dialog,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP15; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP15	HO-OUTPUT: main unwrapped viewport and activity model omit oracle stream/stdin/cancellation semantics	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-044;TASK-050;TASK-069
HO-HP17	holla	trust/custom actions	holla-scenarios.tsv#HO-HP17; O:src/bin/holla/app_tests_parity.rs:1731	partial review; oracle progression differs; M:apps/holla/src/app.rs;dispatch.rs;screens/	Dialog,TextInput,Select,Button,Props,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP17; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP17	HO-REVIEW: preserve current-review safety internally; restore oracle review/gate/focus/executing progression	chrome;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-review-trust-args	TASK-003;TASK-049;TASK-050;TASK-069
HO-HP18	holla	disk scans	holla-scenarios.tsv#HO-HP18; O:src/bin/holla/app_tests_parity.rs:1859	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP18; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP18	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-045;TASK-050;TASK-069
HO-HP19	holla	disk tree	holla-scenarios.tsv#HO-HP19; O:src/bin/holla/app_tests_parity.rs:1996	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP19; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP19	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-045;TASK-046;TASK-050;TASK-069
HO-HP20	holla	cleanup categories	holla-scenarios.tsv#HO-HP20; O:src/bin/holla/app_tests_parity.rs:2103	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP20; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP20	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-045;TASK-050;TASK-069
HO-HP21	holla	cleanup safety	holla-scenarios.tsv#HO-HP21; O:src/bin/holla/app_tests_parity.rs:2209	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP21; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP21	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-046;TASK-050;TASK-069
HO-HP22	holla	cleanup reports/quit	holla-scenarios.tsv#HO-HP22; O:src/bin/holla/app_tests_parity.rs:2383	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP22; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP22	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-046;TASK-050;TASK-069
HO-HP22-QUIT	holla	cleanup reports/quit	holla-scenarios.tsv#HO-HP22-QUIT; O:src/bin/holla/app_tests_parity.rs:2467	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-HP22-QUIT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP22-QUIT	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-046;TASK-050;TASK-069
HO-HP23	holla	platform snapshots	holla-scenarios.tsv#HO-HP23; O:src/bin/holla/app_tests_parity.rs:2528	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Props,Panel,Button,Meter,TextViewport,ScrollRegion	REQUIRED-UNCAPTURED V:HO-HP23; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-HP23	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;fields-edit;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-snapshots-providers	TASK-003;TASK-045;TASK-046;TASK-050;TASK-069
HO-ROUTE-01	holla	docker cleanup takes two gates and revalidates before executing	holla-scenarios.tsv#HO-ROUTE-01; O:src/bin/holla/app_tests_flows.rs:24	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tree/List,TextViewport,ScrollRegion,Panel,Dialog,TextInput,Meter	REQUIRED-UNCAPTURED V:HO-ROUTE-01; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-ROUTE-01	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-048;TASK-050;TASK-069
HO-ROUTE-02	holla	finished runs change the world they claimed to	holla-scenarios.tsv#HO-ROUTE-02; O:src/bin/holla/app_tests_flows.rs:126	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	NavList,TextInput,Tabs,MenuBar,Picker,Dialog,Panel,ScrollRegion	REQUIRED-UNCAPTURED V:HO-ROUTE-02; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV test replay required; PTY only event-reachable variants; fixture mutations never establish CLI reachability; holla-scenarios.tsv#HO-ROUTE-02	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	chrome;collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-048;TASK-050;TASK-069
