id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship
HP13	IMPROVEMENTS_PLAN.md;docs/improvements/hp13-all-legacy-upgrade-managers.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Upgrade plans and standalone actions	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla upgrade	current_main_mapping_required	Port every represented manager choice/outcome	Holla upgrade	TASK-049	docs/refactoring-plan/historical-obligations.tsv:177	global semantic anchor; supplemental clauses retained
HP14	IMPROVEMENTS_PLAN.md;docs/improvements/hp14-task-execution-output-and-results.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Activity output and truthful results	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla activity	current_main_mapping_required	Port typed outcomes, retained output, status and aggregate state	Holla activity	TASK-044;TASK-047	docs/refactoring-plan/historical-obligations.tsv:178	global semantic anchor; supplemental clauses retained
HP15	IMPROVEMENTS_PLAN.md;docs/improvements/hp15-runtime-input-cancellation-and-terminal-ownership.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Prompt input/cancellation/terminal ownership UX	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla prompt/cancel	current_main_mapping_required	Port input prompts and cleanup; no child process PTY executor	Holla prompt/cancel	TASK-044	docs/refactoring-plan/historical-obligations.tsv:179	global semantic anchor; supplemental clauses retained
HP16	IMPROVEMENTS_PLAN.md;docs/improvements/hp16-cli-list-run-and-doctor-contract.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Full CLI list/run/doctor	entirely_deferred	not established	CLI scope boundary	current_main_mapping_required	Do not expand refactor into production CLI development; preserve existing preview CLI	CLI scope boundary	TASK-040	docs/refactoring-plan/historical-obligations.tsv:180	global semantic anchor; supplemental clauses retained
HP17	IMPROVEMENTS_PLAN.md;docs/improvements/hp17-custom-actions-configuration-and-trust.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Custom action/trust review	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla trust	current_main_mapping_required	Port trust states/approvals; no live configuration/persistence	Holla trust	TASK-043;TASK-049	docs/refactoring-plan/historical-obligations.tsv:181	global semantic anchor; supplemental clauses retained
HP18	IMPROVEMENTS_PLAN.md;docs/improvements/hp18-disk-measurement-progress-and-cache.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Disk scan progress/cache states	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla disk scan	current_main_mapping_required	Port simulated scan/cache; no physical measurements	Holla disk scan	TASK-045	docs/refactoring-plan/historical-obligations.tsv:182	global semantic anchor; supplemental clauses retained
HP19	IMPROVEMENTS_PLAN.md;docs/improvements/hp19-disk-tree-top-files-and-selection.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Disk tree/top files/selection	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla disk tree	current_main_mapping_required	Port stable data presentation and navigation	Holla disk tree	TASK-045;TASK-046	docs/refactoring-plan/historical-obligations.tsv:183	global semantic anchor; supplemental clauses retained
HP20	IMPROVEMENTS_PLAN.md;docs/improvements/hp20-complete-cleanup-insight-taxonomy-and-guards.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cleanup taxonomy and eligibility	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cleanup choices	current_main_mapping_required	Port all represented categories and safe selection	Holla cleanup choices	TASK-046	docs/refactoring-plan/historical-obligations.tsv:184	global semantic anchor; supplemental clauses retained
HP21	IMPROVEMENTS_PLAN.md;docs/improvements/hp21-deletion-authorization-dry-run-and-recovery-mode.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cleanup gates/dry-run/recovery	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cleanup guards	current_main_mapping_required	Port target-bound authorization and modes; no filesystem deletion	Holla cleanup guards	TASK-046	docs/refactoring-plan/historical-obligations.tsv:185	global semantic anchor; supplemental clauses retained
HP22	IMPROVEMENTS_PLAN.md;docs/improvements/hp22-cleanup-ownership-outcomes-and-operation-log.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cleanup progress/results/logs	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cleanup progress	current_main_mapping_required	Port world-owned cleanup job and truthful outcomes; no durable log writes	Holla cleanup progress	TASK-046	docs/refactoring-plan/historical-obligations.tsv:186	global semantic anchor; supplemental clauses retained
HP23	IMPROVEMENTS_PLAN.md;docs/improvements/hp23-platform-and-terminal-capability-contract.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Platform-aware prototype coverage	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla platform states	current_main_mapping_required	Port platform fixtures; no new live OS adapters	Holla platform states	TASK-045;TASK-046;TASK-048;TASK-049;TASK-050	docs/refactoring-plan/historical-obligations.tsv:187	global semantic anchor; supplemental clauses retained
O01	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Real async ownership; generic worker extraction proposal	retired	not established	rejected design ledger	current_main_mapping_required	Keep concrete task ownership/cancellation/stale-result/shutdown obligations	rejected design ledger	TASK-044	docs/refactoring-plan/historical-obligations.tsv:188	global semantic anchor; supplemental clauses retained
O02	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Generic Widget/Theme/glyph framework proposal	retired	not established	rejected design ledger	current_main_mapping_required	Do not implement as improvement-plan work; accepted main architecture governs reuse	rejected design ledger	TASK-065	docs/refactoring-plan/historical-obligations.tsv:189	global semantic anchor; supplemental clauses retained
O03	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	New generic keyed-collection framework proposal	retired	not established	rejected design ledger	current_main_mapping_required	Solve required identity through accepted main collections	rejected design ledger	TASK-020	docs/refactoring-plan/historical-obligations.tsv:190	global semantic anchor; supplemental clauses retained
O06	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Generic container/modal framework proposal	retired	not established	rejected design ledger	current_main_mapping_required	Use accepted runtime/layer/container architecture	rejected design ledger	TASK-017	docs/refactoring-plan/historical-obligations.tsv:191	global semantic anchor; supplemental clauses retained
O04	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Matrix paste	conditional_not_selected	not established	scope disposition	current_main_mapping_required	No extra product feature unless required to reproduce oracle	scope disposition	TASK-022	docs/refactoring-plan/historical-obligations.tsv:192	global semantic anchor; supplemental clauses retained
O05	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Terminal extensions/OS clipboard	conditional_not_selected	not established	scope disposition	current_main_mapping_required	Preserve existing interface without adding live integration	scope disposition	TASK-009	docs/refactoring-plan/historical-obligations.tsv:193	global semantic anchor; supplemental clauses retained
O07	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Read-only field API proposal	conditional_not_selected	not established	scope disposition	current_main_mapping_required	Accepted architecture invariants still apply; no unsolicited new product behavior	scope disposition	TASK-016	docs/refactoring-plan/historical-obligations.tsv:194	global semantic anchor; supplemental clauses retained
P01	git commits 53b8212f;e4866ce4;92d91629;02f5294b	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	One click focuses and starts text editing at pointer; Grid cells click-to-edit	oracle_behavior_binding	not established	all field click flows	current_main_mapping_required	53b8212f/e4866ce4 implementation must be expressed through main runtime	all field click flows	TASK-016;TASK-022	docs/refactoring-plan/historical-obligations.tsv:195	global semantic anchor; supplemental clauses retained
P02	git commits 53b8212f;e4866ce4;92d91629;02f5294b	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Scrollable content fades toward hidden rows	oracle_behavior_binding	not established	scroll fade matrix	current_main_mapping_required	92d91629 edge fade cells/styles at top/middle/bottom and resize	scroll fade matrix	TASK-014	docs/refactoring-plan/historical-obligations.tsv:196	global semantic anchor; supplemental clauses retained
P03	git commits 53b8212f;e4866ce4;92d91629;02f5294b	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Truthful model-boundary scrolling and every container uses shared bounds	oracle_behavior_binding	not established	scroll model and app journey matrix	current_main_mapping_required	02f5294b exact extent/offset/viewport/reveal/clamp behavior	scroll model and app journey matrix	TASK-014	docs/refactoring-plan/historical-obligations.tsv:197	global semantic anchor; supplemental clauses retained
EARLY-AMEND-001	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	9486b654 §26.2	Sizing resolution records no painted parts; painted-part evidence must come from actual instrumented paint paths.	accepted correction	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Strikes false Ui::style/style_patched automatic styled-part recording claim; later parts instrumentation must prove its actual behavior.	Downstream author paint fixture resolves and paints declared parts; sizing-only resolution produces no styled-part evidence.	TASK-012;TASK-031;TASK-073	docs/refactoring-plan/history-early-amendments-obligations.tsv:2	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
EARLY-AMEND-002	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	afc60678 §§12.2,25.11,26.3	Owners compose ScrollRegion update/draw directly; Ui constructs no components.	accepted rejection	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Ui::scroll_region is struck, not deferred; seven legacy scrollbar copies remain successor-family migration obligations.	Public-author composition compiles; no Ui-to-components dependency or legacy on_scrollbar copies.	TASK-014	docs/refactoring-plan/history-early-amendments-obligations.tsv:3	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
EARLY-AMEND-003	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	838f25e0 §16.3;9b311666 §16.3	Baseline changes require complete key accounting and reviewable frame/capture evidence; missing or invalid BLESS_GUARD_BASE fails closed.	accepted mechanism; oracle governs output	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Guard initially unimplemented; 9b311666 records implementation. Repository-state checks prove completeness, not historical operation ordering.	Mutations to added/moved/deleted keys and invalid base fail; trusted immutable parity fixtures remain unwritable to executors.	TASK-008;TASK-069	docs/refactoring-plan/history-early-amendments-obligations.tsv:4	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
EARLY-AMEND-004	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	838f25e0 §20.10 item19;3adb6efe item19	First-generation component keys are a closed set and never authorize later movement; inspect frames rather than opaque hashes.	historical baseline classification	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Fourteen named components/896 keys; explicit first-generation scope added later. This is not present appearance approval.	Closed key enumeration; content/empty/rect/glyph/label/mono rejection conditions; independent style and canonical-cell proof.	TASK-008;TASK-066	docs/refactoring-plan/history-early-amendments-obligations.tsv:5	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
EARLY-AMEND-005	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	8ee99771 §16.5	Grid capability rejection checks syntax, not whitespace-sensitive text; a missing due Grid source cannot count as implementation proof.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: syn rejects editable signatures including generic/multiline forms and GridCellActions in inline modules; historically missing Grid returned vacuous success.	Negative syntax fixtures, source-presence guard, shared GridModel update and separate GridEditor path compile checks.	TASK-022;TASK-065;TASK-072	docs/refactoring-plan/history-early-amendments-obligations.tsv:6	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
